Date,Open,High,Low,Close,Adj Close,Volume
2017-10-23,50.000000,55.333332,50.000000,54.305000,51.381550,100373940
2017-10-24,53.833332,54.501667,53.174999,53.446667,50.569427,6492840
2017-10-25,53.333332,53.366665,51.521667,52.101665,49.296829,4222440
2017-10-26,51.748333,53.000000,51.036667,52.088333,49.284218,2614500
2017-10-27,52.000000,52.493332,51.703335,52.169998,49.361485,934440
2017-10-30,52.169998,52.705002,51.950001,52.238335,49.426140,1407270
2017-10-31,52.033333,52.428333,51.366665,51.808334,49.019295,707760
2017-11-01,51.676666,52.333332,51.293331,51.978333,49.180134,2795550
2017-11-02,52.000000,52.500000,51.666664,52.105000,49.299988,866490
2017-11-03,51.766666,54.000000,51.766666,53.076668,50.219345,2843490
2017-11-06,52.669998,53.966667,52.666664,53.421665,50.545765,1441230
2017-11-07,53.666664,53.950001,53.003334,53.566666,50.682964,1541490
2017-11-08,53.400002,53.950001,50.366665,52.866665,50.020649,742950
2017-11-09,52.866665,53.724998,51.933334,53.338333,50.466923,791370
2017-11-10,52.733334,53.666664,52.733334,53.221664,50.356533,511200
2017-11-13,52.950001,53.371666,52.301666,52.428333,49.605911,380340
2017-11-14,52.500000,52.788334,51.349998,51.428333,48.659748,327570
2017-11-15,51.830002,51.830002,50.299999,50.381664,47.669422,367980
2017-11-16,51.099998,51.099998,49.666664,50.278332,47.571655,3154470
2017-11-17,50.500000,50.830002,50.166664,50.461666,47.745121,310740
2017-11-20,50.790001,51.598331,50.000000,50.138332,47.439194,515640
2017-11-21,50.169998,50.733334,50.169998,50.520000,47.800312,249480
2017-11-22,50.200001,52.633331,50.200001,51.928333,49.132828,645750
2017-11-23,52.220001,52.433334,51.236668,51.889999,49.096561,1156170
2017-11-24,51.535000,52.133331,51.376667,51.650002,48.869480,716070
2017-11-27,51.334999,52.333332,51.251667,51.766666,48.979866,297600
2017-11-28,52.160000,52.160000,51.266666,51.563332,48.787476,184860
2017-11-29,51.566666,51.771667,50.386665,50.895000,48.155125,242070
2017-11-30,50.833332,51.733334,50.701668,51.134998,48.382202,198480
2017-12-01,51.166664,51.833332,50.833332,51.011665,48.265507,334560
2017-12-04,51.011665,51.279999,50.133331,50.230000,47.525921,273990
2017-12-05,50.166664,50.880001,49.801666,50.185001,47.483353,180420
2017-12-06,50.333332,50.746666,50.133331,50.463333,47.746689,156690
2017-12-07,50.106667,51.500000,50.106667,50.931667,48.189819,165750
2017-12-08,50.666664,51.766666,50.666664,51.666664,48.885254,448890
2017-12-11,51.201668,52.116665,51.000000,51.860001,49.068180,811050
2017-12-12,53.233334,53.951668,52.366665,53.581665,50.697159,10343550
2017-12-13,54.500000,55.000000,53.168331,53.453335,50.575737,1569210
2017-12-14,53.500000,54.333332,52.506664,52.898335,50.050613,387390
2017-12-15,53.299999,53.768333,51.866665,52.506664,49.680031,320940
2017-12-18,51.669998,53.466667,51.233334,53.000000,50.146809,536430
2017-12-19,53.033333,53.066666,52.366665,52.681667,49.845615,264960
2017-12-20,52.369999,54.296665,51.643333,52.955002,50.104233,487470
2017-12-21,53.333332,53.966667,52.733334,52.924999,50.075840,500640
2017-12-22,53.000000,54.133331,52.868332,53.450001,50.572578,3665130
2017-12-26,53.200001,54.160000,52.866665,53.375000,50.501614,580320
2017-12-27,52.939999,53.833332,52.666664,52.833332,49.989113,935130
2017-12-28,52.666664,54.666664,52.666664,54.003334,51.096123,5116140
2017-12-29,54.759998,54.833332,53.518333,53.668331,50.779156,588900
2018-01-01,53.333332,53.933334,53.333332,53.613335,50.727123,278100
2018-01-02,53.613335,54.033333,52.766666,53.566666,50.682964,523290
2018-01-03,53.566666,54.000000,52.869999,53.275002,50.407005,386610
2018-01-04,53.299999,54.033333,53.261665,53.735001,50.842239,351210
2018-01-05,54.033333,54.033333,52.666664,53.483334,50.604118,305220
2018-01-08,52.718334,53.966667,52.718334,53.509998,50.629349,237330
2018-01-09,53.666664,54.683334,53.168331,53.901665,50.999935,643650
2018-01-10,54.000000,55.900002,53.366665,54.320000,51.395744,7213260
2018-01-11,55.000000,55.000000,53.333332,53.523335,50.641964,610620
2018-01-12,53.666664,55.066666,52.716667,54.480000,51.547131,1608150
2018-01-15,54.001667,55.666664,53.666664,53.813332,50.916348,1785600
2018-01-16,54.066666,54.666664,53.366665,53.871666,50.971542,1289640
2018-01-17,53.700001,54.000000,53.333332,53.528332,50.646694,251250
2018-01-18,53.566666,54.299999,53.166664,53.816666,50.919506,1706190
2018-01-19,53.666664,54.166664,53.601665,54.026665,51.118198,883020
2018-01-22,53.998333,54.503334,53.799999,53.930000,51.026737,893610
2018-01-23,54.000000,54.333332,52.500000,53.376667,50.503197,761760
2018-01-24,53.500000,53.833332,53.000000,53.336666,50.465351,193170
2018-01-25,52.833332,53.723331,52.833332,53.490002,50.610428,260430
2018-01-29,53.466667,54.166664,53.333332,53.491665,50.612000,237720
2018-01-30,53.435001,53.533333,53.001667,53.209999,50.345497,426930
2018-01-31,53.333332,53.666664,53.001667,53.375000,50.501614,404640
2018-02-01,53.003334,54.000000,53.000000,53.561665,50.678230,299010
2018-02-02,53.000000,53.535000,52.933334,53.236668,50.370724,1708560
2018-02-05,52.003334,52.921665,51.696667,52.650002,49.815647,720240
2018-02-06,50.503334,52.196667,50.503334,51.356667,48.591942,326970
2018-02-07,51.500000,52.163334,51.043331,51.221664,48.464207,290040
2018-02-08,51.333332,52.566666,51.333332,52.035000,49.233753,943680
2018-02-09,51.514999,52.081665,51.285000,51.568333,48.792213,297870
2018-02-12,51.669998,52.496666,51.566666,52.084999,49.281059,309360
2018-02-14,52.211666,52.211666,51.666664,51.851665,49.060291,390090
2018-02-15,52.048332,52.166664,51.383331,51.523335,48.749634,293790
2018-02-16,52.156666,52.156666,51.000000,51.186665,48.431084,141660
2018-02-19,51.333332,51.500000,50.105000,50.689999,47.961159,461130
2018-02-20,51.375000,51.375000,50.336666,50.509998,47.790848,595410
2018-02-21,50.833332,50.866665,50.009998,50.330002,47.620541,192210
2018-02-22,50.001667,50.328335,49.566666,49.658333,46.985027,266340
2018-02-23,50.000000,50.000000,47.998333,48.410000,45.803905,355440
2018-02-26,48.666664,49.498333,48.466667,48.639999,46.021515,229080
2018-02-27,49.333332,49.333332,48.150002,48.226665,45.630436,304740
2018-02-28,49.000000,49.000000,48.033333,48.636665,46.018364,290490
2018-03-01,48.033333,49.000000,48.033333,48.540001,45.926903,2703330
2018-03-05,48.666664,48.889999,48.233334,48.406666,45.800747,162330
2018-03-06,48.674999,49.000000,48.133331,48.208332,45.613091,243420
2018-03-07,48.166664,48.446667,46.733334,46.939999,44.413040,209820
2018-03-08,47.571667,48.000000,47.200001,47.768333,45.196774,889200
2018-03-09,48.330002,48.330002,47.500000,48.005001,45.420704,123420
2018-03-12,48.333332,48.333332,47.786667,47.994999,45.411240,229140
2018-03-13,47.700001,49.383331,47.700001,48.948334,46.313251,728310
2018-03-14,48.166664,49.264999,48.166664,48.990002,46.352684,105360
2018-03-15,49.605000,49.796665,48.576668,49.266666,46.614452,449250
2018-03-16,49.333332,50.000000,49.330002,49.858334,47.174271,197460
2018-03-19,50.166664,50.336666,48.036667,48.808334,46.180790,220740
2018-03-20,48.666664,49.500000,48.501667,48.671665,46.051483,154020
2018-03-21,48.491665,49.459999,48.491665,48.814999,46.187099,162090
2018-03-22,49.133331,49.248333,48.340000,48.688332,46.067253,450540
2018-03-23,48.333332,48.799999,48.166664,48.503334,45.892212,239700
2018-03-26,48.365002,52.966667,48.316666,50.553333,47.831852,474420
2018-03-27,51.228333,51.998333,50.000000,51.455002,48.684982,332790
2018-03-28,51.053333,54.834999,50.205002,53.430000,50.553654,1058880
2018-04-02,52.599998,53.500000,52.501667,52.959999,50.108959,514170
2018-04-03,53.299999,53.513332,52.666664,52.888332,50.041153,375570
2018-04-04,52.516666,53.398335,51.166664,51.345001,48.580902,237150
2018-04-05,52.116665,53.169998,51.503334,52.919998,50.071110,319410
2018-04-06,52.900002,53.588333,52.001667,53.401665,50.526848,402690
2018-04-09,53.400002,54.700001,53.000000,54.403332,51.474594,984480
2018-04-10,54.500000,55.003334,53.869999,54.180000,51.263283,539250
2018-04-11,54.006664,54.273335,53.000000,53.261665,50.394382,456510
2018-04-12,53.333332,53.666664,52.733334,53.381664,50.507927,354240
2018-04-13,53.500000,53.701668,53.166664,53.564999,50.681393,506130
2018-04-16,53.500000,54.500000,53.000000,54.311665,51.387856,292440
2018-04-17,54.593334,54.933334,53.735001,54.346664,51.420971,783000
2018-04-18,54.500000,54.843334,54.266666,54.671665,51.728477,393630
2018-04-19,54.215000,55.133331,54.215000,54.943333,51.985523,1617030
2018-04-20,54.893333,55.136665,54.333332,54.610001,51.670132,209460
2018-04-23,54.400002,55.203335,54.166664,54.453335,51.521900,271650
2018-04-24,54.666664,55.583332,54.531666,54.976665,52.017059,856410
2018-04-25,55.466667,55.955002,54.798332,55.695000,52.696724,885330
2018-04-26,55.533333,55.900002,55.083332,55.408333,52.425488,454590
2018-04-27,55.018333,55.438332,53.770000,54.398335,51.469860,2259300
2018-04-30,54.000000,54.983334,53.500000,53.791664,50.895844,168660
2018-05-02,53.845001,54.165001,52.166664,52.411667,49.590145,185940
2018-05-03,52.493332,53.266666,52.173332,52.561665,49.732071,165780
2018-05-04,52.463333,53.266666,52.000000,52.633331,49.799873,98550
2018-05-07,52.696667,53.200001,52.099998,53.125000,50.265076,141750
2018-05-08,53.333332,54.166664,53.333332,53.891666,50.990475,190020
2018-05-09,53.895000,54.564999,53.408333,54.395000,51.466709,356520
2018-05-10,53.400002,54.833332,53.400002,54.738335,51.791557,374100
2018-05-11,54.334999,54.500000,53.833332,53.911667,51.009396,156150
2018-05-14,53.836666,54.334999,53.215000,53.863335,50.963661,190890
2018-05-15,54.133331,54.799999,53.693333,54.208332,51.290089,433500
2018-05-16,54.000000,54.830002,54.000000,54.398335,51.469860,437070
2018-05-17,54.371666,54.833332,54.099998,54.751667,51.804173,211500
2018-05-18,54.688332,55.000000,53.333332,54.098331,51.186005,533070
2018-05-21,53.299999,54.450001,53.299999,53.895000,50.993622,251670
2018-05-22,53.778332,54.650002,53.435001,54.549999,51.613365,436830
2018-05-23,54.353333,54.596664,52.836666,53.086666,50.228806,250740
2018-05-24,53.355000,53.500000,52.666664,53.224998,50.359692,181920
2018-05-25,53.333332,54.333332,53.263332,54.305000,51.381550,413010
2018-05-28,54.666664,54.669998,53.516666,54.333332,51.408363,630390
2018-05-29,54.168331,54.500000,53.006664,53.231667,50.365997,271020
2018-05-30,53.231667,53.648335,52.853333,53.016666,50.162579,454530
2018-05-31,53.000000,53.700001,51.371666,52.610001,49.777802,2175570
2018-06-01,52.083332,53.586666,52.033333,52.445000,49.621685,1386180
2018-06-04,52.471664,53.733334,52.400002,52.756664,49.916569,156930
2018-06-05,53.326668,53.326668,51.630001,51.663334,48.882099,247380
2018-06-06,52.128334,53.666664,51.643333,53.188332,50.324997,195960
2018-06-07,53.209999,53.799999,53.000000,53.121666,50.261921,91170
2018-06-08,53.186665,54.099998,53.068333,53.514999,50.634083,3441810
2018-06-11,53.500000,54.666664,53.500000,54.470001,51.537670,4135920
2018-06-12,54.333332,54.833332,53.866665,54.014999,51.107166,6507540
2018-06-13,54.033333,55.696667,54.033333,54.365002,51.438324,11513310
2018-06-14,54.070000,54.744999,53.733334,54.305000,51.381550,189960
2018-06-15,54.299999,54.598331,53.709999,53.930000,51.026737,154710
2018-06-18,53.666664,54.235001,52.836666,53.264999,50.397537,280140
2018-06-19,53.333332,53.881664,52.701668,53.189999,50.326576,327750
2018-06-20,53.003334,53.799999,53.003334,53.371666,50.498463,177570
2018-06-21,52.849998,53.900002,52.263332,53.375000,50.501614,468990
2018-06-22,53.333332,53.533333,53.201668,53.355000,50.482693,240510
2018-06-25,52.836666,54.166664,52.836666,53.831665,50.933697,2822760
2018-06-26,53.813332,54.166664,53.334999,53.755001,50.861160,143700
2018-06-27,53.713333,54.185001,53.283333,53.503334,50.623043,334740
